Filename,Color Border,Blackline,Perimeter,Noise,Blur,Brightness
000000000909.jpg,1,0,0,0,0,0
000000000934.jpg,1,0,0,0,0,0
000000000939.jpg,1,0,0,0,0,0
000000000943.jpg,1,0,0,0,0,0
000000000960.jpg,1,0,0,0,0,0
000000000962.jpg,1,0,0,0,0,0
000000000969.jpg,1,0,0,0,0,0
000000000984.jpg,1,0,0,0,0,0
000000000996.jpg,1,0,0,0,0,0
000000000999.jpg,1,0,0,0,0,0
000000001014.jpg,1,0,0,0,0,0
000000001025.jpg,1,0,0,0,0,0
000000001036.jpg,1,0,0,0,0,0
000000001053.jpg,1,0,0,0,0,0
000000001063.jpg,1,0,0,0,0,0
000000001064.jpg,1,0,0,0,0,0
000000001072.jpg,1,0,0,0,0,0
000000001083.jpg,1,0,0,0,0,0
000000001084.jpg,1,0,0,0,0,0
000000001089.jpg,1,0,0,0,0,0
000000001099.jpg,1,0,0,0,0,0
000000001107.jpg,1,0,0,0,0,0
000000001108.jpg,1,0,0,0,0,0
000000001111.jpg,1,0,0,0,0,0
000000001122.jpg,1,0,0,0,0,0
000000001145.jpg,1,0,0,0,0,0
000000001153.jpg,1,0,0,0,0,0
000000001168.jpg,1,0,0,0,0,0
000000001171.jpg,1,0,0,0,0,0
000000001176.jpg,1,0,0,0,0,0
000000001180.jpg,1,0,0,0,0,0
000000001200.jpg,1,0,0,0,0,0
000000001204.jpg,1,0,0,0,0,0
000000001213.jpg,1,0,0,0,0,0
000000001216.jpg,1,0,0,0,0,0
000000001228.jpg,1,0,0,0,0,0
000000001232.jpg,1,0,0,0,0,0
000000001237.jpg,1,0,0,0,0,0
000000001238.jpg,1,0,0,0,0,0
000000001244.jpg,1,0,0,0,0,0
000000001270.jpg,1,0,0,0,0,0
000000001282.jpg,1,0,0,0,0,0
000000001295.jpg,1,0,0,0,0,0
000000001306.jpg,1,0,0,0,0,0
000000001319.jpg,1,0,0,0,0,0
000000001330.jpg,1,0,0,0,0,0
000000001332.jpg,1,0,0,0,0,0
000000001340.jpg,1,0,0,0,0,0
000000001342.jpg,1,0,0,0,0,0
000000001355.jpg,1,0,0,0,0,0
000000001369.jpg,1,0,0,0,0,0
000000001374.jpg,1,0,0,0,0,0
000000001390.jpg,1,0,0,0,0,0
000000001397.jpg,1,0,0,0,0,0
000000001407.jpg,1,0,0,0,0,0
000000001431.jpg,1,0,0,0,0,0
000000001442.jpg,1,0,0,0,0,0
000000001453.jpg,1,0,0,0,0,0
000000001455.jpg,1,0,0,0,0,0
000000001472.jpg,1,0,0,0,0,0
000000001501.jpg,1,0,0,0,0,0
000000001518.jpg,1,0,0,0,0,0
000000001522.jpg,1,0,0,0,0,0
000000001523.jpg,1,0,0,0,0,0
000000001527.jpg,1,0,0,0,0,0
000000001548.jpg,1,0,0,0,0,0
000000001558.jpg,1,0,0,0,0,0
000000001563.jpg,1,0,0,0,0,0
000000001569.jpg,1,0,0,0,0,0
000000001577.jpg,1,0,0,0,0,0
000000001579.jpg,1,0,0,0,0,0
000000001592.jpg,1,0,0,0,0,0
000000001599.jpg,1,0,0,0,0,0
000000001625.jpg,1,0,0,0,0,0
000000001645.jpg,1,0,0,0,0,0
000000001647.jpg,1,0,0,0,0,0
000000001655.jpg,1,0,0,0,0,0
000000001668.jpg,1,0,0,0,0,0
000000001670.jpg,1,0,0,0,0,0
000000001681.jpg,1,0,0,0,0,0
000000001706.jpg,1,0,0,0,0,0
000000001712.jpg,1,0,0,0,0,0
000000001722.jpg,1,0,0,0,0,0
000000001739.jpg,1,0,0,0,0,0
000000001762.jpg,1,0,0,0,0,0
000000001764.jpg,1,0,0,0,0,0
000000001774.jpg,1,0,0,0,0,0
000000001777.jpg,1,0,0,0,0,0
000000001781.jpg,1,0,0,0,0,0
000000001786.jpg,1,0,0,0,0,0
000000001792.jpg,1,0,0,0,0,0
000000001799.jpg,1,0,0,0,0,0
000000001803.jpg,1,0,0,0,0,0
000000001804.jpg,1,0,0,0,0,0
000000001810.jpg,1,0,0,0,0,0
000000001811.jpg,1,0,0,0,0,0
000000001815.jpg,1,0,0,0,0,0
000000001822.jpg,1,0,0,0,0,0
000000001840.jpg,1,0,0,0,0,0
000000001841.jpg,1,0,0,0,0,0
000000001852.jpg,1,0,0,0,0,0
000000001864.jpg,1,0,0,0,0,0
000000001869.jpg,1,0,0,0,0,0
000000001900.jpg,1,0,0,0,0,0
000000001903.jpg,1,0,0,0,0,0
000000001906.jpg,1,0,0,0,0,0
000000001911.jpg,1,0,0,0,0,0
000000001912.jpg,1,0,0,0,0,0
000000001924.jpg,1,0,0,0,0,0
000000001941.jpg,1,0,0,0,0,0
000000001943.jpg,1,0,0,0,0,0
000000001960.jpg,1,0,0,0,0,0
000000001994.jpg,1,0,0,0,0,0
000000002001.jpg,1,0,0,0,0,0
000000002007.jpg,1,0,0,0,0,0
000000002055.jpg,1,0,0,0,0,0
000000002056.jpg,1,0,0,0,0,0
000000002066.jpg,1,0,0,0,0,0
000000002083.jpg,1,0,0,0,0,0
000000002093.jpg,1,0,0,0,0,0
000000002106.jpg,1,0,0,0,0,0
000000002124.jpg,1,0,0,0,0,0
000000002135.jpg,1,0,0,0,0,0
000000002139.jpg,1,0,0,0,0,0
000000002142.jpg,1,0,0,0,0,0
000000002154.jpg,1,0,0,0,0,0
000000002164.jpg,1,0,0,0,0,0
000000002171.jpg,1,0,0,0,0,0
000000002184.jpg,1,0,0,0,0,0
000000002191.jpg,1,0,0,0,0,0
000000002193.jpg,1,0,0,0,0,0
000000002209.jpg,1,0,0,0,0,0
000000002217.jpg,1,0,0,0,0,0
000000002225.jpg,1,0,0,0,0,0
000000002232.jpg,1,0,0,0,0,0
000000002240.jpg,1,0,0,0,0,0
000000002270.jpg,1,0,0,0,0,0
000000002283.jpg,1,0,0,0,0,0
000000002295.jpg,1,0,0,0,0,0
000000002296.jpg,1,0,0,0,0,0
000000002315.jpg,1,0,0,0,0,0
000000002342.jpg,1,0,0,0,0,0
000000002347.jpg,1,0,0,0,0,0
000000002349.jpg,1,0,0,0,0,0
000000002374.jpg,1,0,0,0,0,0
000000002388.jpg,1,0,0,0,0,0
000000002411.jpg,1,0,0,0,0,0
000000002446.jpg,1,0,0,0,0,0
000000002448.jpg,1,0,0,0,0,0
000000002459.jpg,1,0,0,0,0,0
000000002466.jpg,1,0,0,0,0,0
000000002470.jpg,1,0,0,0,0,0
000000002496.jpg,1,0,0,0,0,0
000000002529.jpg,1,0,0,0,0,0
000000002531.jpg,1,0,0,0,0,0
000000002560.jpg,1,0,0,0,0,0
000000002562.jpg,1,0,0,0,0,0
000000002563.jpg,1,0,0,0,0,0
000000002567.jpg,1,0,0,0,0,0
000000002570.jpg,1,0,0,0,0,0
000000002583.jpg,1,0,0,0,0,0
000000002585.jpg,1,0,0,0,0,0
000000002608.jpg,1,0,0,0,0,0
000000002614.jpg,1,0,0,0,0,0
000000002621.jpg,1,0,0,0,0,0
000000002623.jpg,1,0,0,0,0,0
000000002624.jpg,1,0,0,0,0,0
000000002639.jpg,1,0,0,0,0,0
000000002644.jpg,1,0,0,0,0,0
000000002658.jpg,1,0,0,0,0,0
000000002664.jpg,1,0,0,0,0,0
000000002690.jpg,1,0,0,0,0,0
000000002697.jpg,1,0,0,0,0,0
000000002703.jpg,1,0,0,0,0,0
000000002732.jpg,1,0,0,0,0,0
000000002742.jpg,1,0,0,0,0,0
000000002753.jpg,1,0,0,0,0,0
000000002755.jpg,1,0,0,0,0,0
000000002759.jpg,1,0,0,0,0,0
000000002764.jpg,1,0,0,0,0,0
000000002770.jpg,1,0,0,0,0,0
000000002782.jpg,1,0,0,0,0,0
000000002823.jpg,1,0,0,0,0,0
000000002890.jpg,1,0,0,0,0,0
000000002894.jpg,1,0,0,0,0,0
000000002896.jpg,1,0,0,0,0,0
000000002982.jpg,1,0,0,0,0,0
000000002985.jpg,1,0,0,0,0,0
000000002992.jpg,1,0,0,0,0,0
000000003035.jpg,1,0,0,0,0,0
000000003040.jpg,1,0,0,0,0,0
000000003067.jpg,1,0,0,0,0,0
000000003076.jpg,1,0,0,0,0,0
000000003093.jpg,1,0,0,0,0,0
000000003103.jpg,1,0,0,0,0,0
000000003109.jpg,1,0,0,0,0,0
000000003118.jpg,1,0,0,0,0,0
000000003124.jpg,1,0,0,0,0,0
000000003125.jpg,1,0,0,0,0,0
000000003131.jpg,1,0,0,0,0,0
000000003149.jpg,1,0,0,0,0,0
000000003157.jpg,1,0,0,0,0,0
000000003160.jpg,1,0,0,0,0,0
000000003178.jpg,1,0,0,0,0,0
000000003197.jpg,1,0,0,0,0,0
000000003219.jpg,1,0,0,0,0,0
000000003220.jpg,1,0,0,0,0,0
000000003224.jpg,1,0,0,0,0,0
000000003234.jpg,1,0,0,0,0,0
000000003244.jpg,1,0,0,0,0,0
000000003249.jpg,1,0,0,0,0,0
000000003305.jpg,1,0,0,0,0,0
000000003310.jpg,1,0,0,0,0,0
000000003320.jpg,1,0,0,0,0,0
000000003321.jpg,1,0,0,0,0,0
000000003337.jpg,1,0,0,0,0,0
000000003348.jpg,1,0,0,0,0,0
000000003353.jpg,1,0,0,0,0,0
000000003361.jpg,1,0,0,0,0,0
000000003365.jpg,1,0,0,0,0,0
000000003366.jpg,1,0,0,0,0,0
000000003386.jpg,1,0,0,0,0,0
000000003389.jpg,1,0,0,0,0,0
000000003412.jpg,1,0,0,0,0,0
000000003432.jpg,1,0,0,0,0,0
000000003457.jpg,1,0,0,0,0,0
000000003461.jpg,1,0,0,0,0,0
000000003466.jpg,1,0,0,0,0,0
000000003480.jpg,1,0,0,0,0,0
000000003493.jpg,1,0,0,0,0,0
000000003517.jpg,1,0,0,0,0,0
000000003538.jpg,1,0,0,0,0,0
000000003579.jpg,1,0,0,0,0,0
000000003580.jpg,1,0,0,0,0,0
000000003595.jpg,1,0,0,0,0,0
000000003628.jpg,1,0,0,0,0,0
000000003668.jpg,1,0,0,0,0,0
000000003671.jpg,1,0,0,0,0,0
000000003682.jpg,1,0,0,0,0,0
000000003685.jpg,1,0,0,0,0,0
000000003690.jpg,1,0,0,0,0,0
000000003692.jpg,1,0,0,0,0,0
000000003694.jpg,1,0,0,0,0,0
000000003711.jpg,1,0,0,0,0,0
000000003713.jpg,1,0,0,0,0,0
000000003716.jpg,1,0,0,0,0,0
000000003729.jpg,1,0,0,0,0,0
000000003737.jpg,1,0,0,0,0,0
000000003742.jpg,1,0,0,0,0,0
000000003761.jpg,1,0,0,0,0,0
000000003764.jpg,1,0,0,0,0,0
000000003786.jpg,1,0,0,0,0,0
000000003793.jpg,1,0,0,0,0,0
000000003794.jpg,1,0,0,0,0,0
000000003799.jpg,1,0,0,0,0,0
000000003817.jpg,1,0,0,0,0,0
000000003823.jpg,1,0,0,0,0,0
000000003827.jpg,1,0,0,0,0,0
000000003830.jpg,1,0,0,0,0,0
000000003837.jpg,1,0,0,0,0,0
000000003860.jpg,1,0,0,0,0,0
000000003865.jpg,1,0,0,0,0,0
000000003866.jpg,1,0,0,0,0,0
000000003867.jpg,1,0,0,0,0,0
000000003915.jpg,1,0,0,0,0,0
000000003920.jpg,1,0,0,0,0,0
000000003926.jpg,1,0,0,0,0,0
000000003932.jpg,1,0,0,0,0,0
000000003938.jpg,1,0,0,0,0,0
000000003939.jpg,1,0,0,0,0,0
000000003941.jpg,1,0,0,0,0,0
000000003947.jpg,1,0,0,0,0,0
000000003982.jpg,1,0,0,0,0,0
000000003983.jpg,1,0,0,0,0,0
000000003988.jpg,1,0,0,0,0,0
000000003992.jpg,1,0,0,0,0,0
000000003999.jpg,1,0,0,0,0,0
000000004020.jpg,1,0,0,0,0,0
000000004021.jpg,1,0,0,0,0,0
000000004038.jpg,1,0,0,0,0,0
000000004042.jpg,1,0,0,0,0,0
000000004051.jpg,1,0,0,0,0,0
000000004065.jpg,1,0,0,0,0,0
000000004068.jpg,1,0,0,0,0,0
000000004069.jpg,1,0,0,0,0,0
000000004092.jpg,1,0,0,0,0,0
000000004129.jpg,1,0,0,0,0,0
000000004132.jpg,1,0,0,0,0,0
000000004138.jpg,1,0,0,0,0,0
000000004139.jpg,1,0,0,0,0,0
000000004159.jpg,1,0,0,0,0,0
000000004173.jpg,1,0,0,0,0,0
000000004180.jpg,1,0,0,0,0,0
000000004189.jpg,1,0,0,0,0,0
000000004201.jpg,1,0,0,0,0,0
000000004208.jpg,1,0,0,0,0,0
000000004211.jpg,1,0,0,0,0,0
000000004239.jpg,1,0,0,0,0,0
000000004246.jpg,1,0,0,0,0,0
000000004260.jpg,1,0,0,0,0,0
000000004265.jpg,1,0,0,0,0,0
000000004275.jpg,1,0,0,0,0,0
000000004296.jpg,1,0,0,0,0,0
000000004308.jpg,1,0,0,0,0,0
000000004309.jpg,1,0,0,0,0,0
000000004331.jpg,1,0,0,0,0,0
000000004338.jpg,1,0,0,0,0,0
000000004355.jpg,1,0,0,0,0,0
000000004360.jpg,1,0,0,0,0,0
000000004375.jpg,1,0,0,0,0,0
000000004385.jpg,1,0,0,0,0,0
000000004392.jpg,1,0,0,0,0,0
000000004394.jpg,1,0,0,0,0,0
000000004396.jpg,1,0,0,0,0,0
000000004410.jpg,1,0,0,0,0,0
000000004421.jpg,1,0,0,0,0,0
000000004424.jpg,1,0,0,0,0,0
000000004426.jpg,1,0,0,0,0,0
000000004428.jpg,1,0,0,0,0,0
000000004438.jpg,1,0,0,0,0,0
000000004442.jpg,1,0,0,0,0,0
000000004477.jpg,1,0,0,0,0,0
000000004478.jpg,1,0,0,0,0,0
000000004481.jpg,1,0,0,0,0,0
000000004489.jpg,1,0,0,0,0,0
000000004497.jpg,1,0,0,0,0,0
000000004546.jpg,1,0,0,0,0,0
000000004551.jpg,1,0,0,0,0,0
000000004555.jpg,1,0,0,0,0,0
000000004571.jpg,1,0,0,0,0,0
000000004578.jpg,1,0,0,0,0,0
000000004579.jpg,1,0,0,0,0,0
000000004595.jpg,1,0,0,0,0,0
000000004620.jpg,1,0,0,0,0,0
000000004624.jpg,1,0,0,0,0,0
000000004642.jpg,1,0,0,0,0,0
000000004665.jpg,1,0,0,0,0,0
000000004673.jpg,1,0,0,0,0,0
000000004678.jpg,1,0,0,0,0,0
000000004688.jpg,1,0,0,0,0,0
000000004700.jpg,1,0,0,0,0,0
000000004702.jpg,1,0,0,0,0,0
000000004705.jpg,1,0,0,0,0,0
000000004706.jpg,1,0,0,0,0,0
000000004716.jpg,1,0,0,0,0,0
000000004719.jpg,1,0,0,0,0,0
000000004736.jpg,1,0,0,0,0,0
000000004742.jpg,1,0,0,0,0,0
000000004749.jpg,1,0,0,0,0,0
000000004760.jpg,1,0,0,0,0,0
000000004761.jpg,1,0,0,0,0,0
000000004762.jpg,1,0,0,0,0,0
000000004794.jpg,1,0,0,0,0,0
000000004809.jpg,1,0,0,0,0,0
000000004823.jpg,1,0,0,0,0,0
000000004840.jpg,1,0,0,0,0,0
000000004843.jpg,1,0,0,0,0,0
000000004844.jpg,1,0,0,0,0,0
000000004876.jpg,1,0,0,0,0,0
000000004888.jpg,1,0,0,0,0,0
000000004891.jpg,1,0,0,0,0,0
000000004893.jpg,1,0,0,0,0,0
000000004904.jpg,1,0,0,0,0,0
000000004920.jpg,1,0,0,0,0,0
000000004936.jpg,1,0,0,0,0,0
000000004947.jpg,1,0,0,0,0,0
000000004956.jpg,1,0,0,0,0,0
000000004963.jpg,1,0,0,0,0,0
000000004968.jpg,1,0,0,0,0,0
000000004971.jpg,1,0,0,0,0,0
000000004972.jpg,1,0,0,0,0,0
000000004981.jpg,1,0,0,0,0,0
000000004984.jpg,1,0,0,0,0,0
000000004988.jpg,1,0,0,0,0,0
000000004993.jpg,1,0,0,0,0,0
000000005005.jpg,1,0,0,0,0,0
000000005010.jpg,1,0,0,0,0,0
000000005016.jpg,1,0,0,0,0,0
000000005021.jpg,1,0,0,0,0,0
000000005028.jpg,1,0,0,0,0,0
000000005032.jpg,1,0,0,0,0,0
000000005033.jpg,1,0,0,0,0,0
000000005038.jpg,1,0,0,0,0,0
000000005046.jpg,1,0,0,0,0,0
000000005064.jpg,1,0,0,0,0,0
000000005073.jpg,1,0,0,0,0,0
000000005083.jpg,1,0,0,0,0,0
000000005086.jpg,1,0,0,0,0,0
000000005088.jpg,1,0,0,0,0,0
000000005094.jpg,1,0,0,0,0,0
000000005095.jpg,1,0,0,0,0,0
000000005099.jpg,1,0,0,0,0,0
000000005107.jpg,1,0,0,0,0,0
000000005111.jpg,1,0,0,0,0,0
000000005115.jpg,1,0,0,0,0,0
000000005131.jpg,1,0,0,0,0,0
000000005139.jpg,1,0,0,0,0,0
000000005140.jpg,1,0,0,0,0,0
000000005146.jpg,1,0,0,0,0,0
000000005154.jpg,1,0,0,0,0,0
000000005165.jpg,1,0,0,0,0,0
000000005169.jpg,1,0,0,0,0,0
000000005174.jpg,1,0,0,0,0,0
000000005184.jpg,1,0,0,0,0,0
000000005205.jpg,1,0,0,0,0,0
000000005210.jpg,1,0,0,0,0,0
000000005225.jpg,1,0,0,0,0,0
000000005237.jpg,1,0,0,0,0,0
000000005245.jpg,1,0,0,0,0,0
000000005247.jpg,1,0,0,0,0,0
000000005256.jpg,1,0,0,0,0,0
000000005259.jpg,1,0,0,0,0,0
000000005260.jpg,1,0,0,0,0,0
000000005263.jpg,1,0,0,0,0,0
000000005282.jpg,1,0,0,0,0,0
000000005294.jpg,1,0,0,0,0,0
000000005313.jpg,1,0,0,0,0,0
000000005314.jpg,1,0,0,0,0,0
000000005326.jpg,1,0,0,0,0,0
000000005328.jpg,1,0,0,0,0,0
000000005335.jpg,1,0,0,0,0,0
000000005352.jpg,1,0,0,0,0,0
000000005355.jpg,1,0,0,0,0,0
000000005356.jpg,1,0,0,0,0,0
000000005359.jpg,1,0,0,0,0,0
000000005362.jpg,1,0,0,0,0,0
000000005377.jpg,1,0,0,0,0,0
000000005383.jpg,1,0,0,0,0,0
000000005388.jpg,1,0,0,0,0,0
000000005394.jpg,1,0,0,0,0,0
000000005396.jpg,1,0,0,0,0,0
000000005425.jpg,1,0,0,0,0,0
000000005430.jpg,1,0,0,0,0,0
000000005434.jpg,1,0,0,0,0,0
000000005437.jpg,1,0,0,0,0,0
000000005472.jpg,1,0,0,0,0,0
000000005476.jpg,1,0,0,0,0,0
000000005500.jpg,1,0,0,0,0,0
000000005502.jpg,1,0,0,0,0,0
000000005513.jpg,1,0,0,0,0,0
000000005522.jpg,1,0,0,0,0,0
000000005540.jpg,1,0,0,0,0,0
000000005554.jpg,1,0,0,0,0,0
000000005557.jpg,1,0,0,0,0,0
000000005559.jpg,1,0,0,0,0,0
000000005564.jpg,1,0,0,0,0,0
000000005577.jpg,1,0,0,0,0,0
000000005587.jpg,1,0,0,0,0,0
000000005589.jpg,1,0,0,0,0,0
000000005599.jpg,1,0,0,0,0,0
000000005601.jpg,1,0,0,0,0,0
000000005614.jpg,1,0,0,0,0,0
000000005619.jpg,1,0,0,0,0,0
000000005641.jpg,1,0,0,0,0,0
000000005643.jpg,1,0,0,0,0,0
000000005649.jpg,1,0,0,0,0,0
000000005652.jpg,1,0,0,0,0,0
000000005669.jpg,1,0,0,0,0,0
000000005670.jpg,1,0,0,0,0,0
000000005678.jpg,1,0,0,0,0,0
000000005683.jpg,1,0,0,0,0,0
000000005689.jpg,1,0,0,0,0,0
000000005690.jpg,1,0,0,0,0,0
000000005699.jpg,1,0,0,0,0,0
000000005700.jpg,1,0,0,0,0,0
000000005703.jpg,1,0,0,0,0,0
000000005713.jpg,1,0,0,0,0,0
000000005723.jpg,1,0,0,0,0,0
000000005728.jpg,1,0,0,0,0,0
000000005740.jpg,1,0,0,0,0,0
000000005745.jpg,1,0,0,0,0,0
000000005754.jpg,1,0,0,0,0,0
000000005758.jpg,1,0,0,0,0,0
000000005782.jpg,1,0,0,0,0,0
000000005785.jpg,1,0,0,0,0,0
000000005804.jpg,1,0,0,0,0,0
000000005811.jpg,1,0,0,0,0,0
000000005816.jpg,1,0,0,0,0,0
000000005820.jpg,1,0,0,0,0,0
000000005830.jpg,1,0,0,0,0,0
000000005832.jpg,1,0,0,0,0,0
000000005860.jpg,1,0,0,0,0,0
000000005862.jpg,1,0,0,0,0,0
000000005879.jpg,1,0,0,0,0,0
000000005882.jpg,1,0,0,0,0,0
000000005903.jpg,1,0,0,0,0,0
000000005907.jpg,1,0,0,0,0,0
000000005913.jpg,1,0,0,0,0,0
000000005915.jpg,1,0,0,0,0,0
000000005916.jpg,1,0,0,0,0,0
000000005934.jpg,1,0,0,0,0,0
000000005947.jpg,1,0,0,0,0,0
000000005961.jpg,1,0,0,0,0,0
000000005965.jpg,1,0,0,0,0,0
000000005967.jpg,1,0,0,0,0,0
000000005991.jpg,1,0,0,0,0,0
000000006005.jpg,1,0,0,0,0,0
000000006016.jpg,1,0,0,0,0,0
000000006019.jpg,1,0,0,0,0,0
000000006033.jpg,1,0,0,0,0,0
000000006068.jpg,1,0,0,0,0,0
000000006074.jpg,1,0,0,0,0,0
000000006075.jpg,1,0,0,0,0,0
000000006101.jpg,1,0,0,0,0,0
000000006120.jpg,1,0,0,0,0,0
000000006140.jpg,1,0,0,0,0,0
000000006151.jpg,1,0,0,0,0,0
000000006177.jpg,1,0,0,0,0,0
000000006189.jpg,1,0,0,0,0,0
000000006190.jpg,1,0,0,0,0,0
000000006211.jpg,1,0,0,0,0,0
000000006226.jpg,1,0,0,0,0,0
000000006229.jpg,1,0,0,0,0,0
000000006230.jpg,1,0,0,0,0,0
000000006233.jpg,1,0,0,0,0,0
000000006247.jpg,1,0,0,0,0,0
000000006253.jpg,1,0,0,0,0,0
000000006263.jpg,1,0,0,0,0,0
000000006266.jpg,1,0,0,0,0,0
000000006287.jpg,1,0,0,0,0,0
000000006293.jpg,1,0,0,0,0,0
000000006332.jpg,1,0,0,0,0,0
000000006334.jpg,1,0,0,0,0,0
000000006336.jpg,1,0,0,0,0,0
000000006339.jpg,1,0,0,0,0,0
000000006347.jpg,1,0,0,0,0,0
000000006352.jpg,1,0,0,0,0,0
000000006355.jpg,1,0,0,0,0,0
000000006357.jpg,1,0,0,0,0,0
000000006358.jpg,1,0,0,0,0,0
000000006393.jpg,1,0,0,0,0,0
000000006406.jpg,1,0,0,0,0,0
000000006407.jpg,1,0,0,0,0,0
000000006409.jpg,1,0,0,0,0,0
000000006422.jpg,1,0,0,0,0,0
000000006424.jpg,1,0,0,0,0,0
000000006426.jpg,1,0,0,0,0,0
000000006437.jpg,1,0,0,0,0,0
000000006447.jpg,1,0,0,0,0,0
000000006451.jpg,1,0,0,0,0,0
000000006464.jpg,1,0,0,0,0,0
000000006473.jpg,1,0,0,0,0,0
000000006481.jpg,1,0,0,0,0,0
000000006491.jpg,1,0,0,0,0,0
000000006497.jpg,1,0,0,0,0,0
000000006512.jpg,1,0,0,0,0,0
000000006522.jpg,1,0,0,0,0,0
000000006531.jpg,1,0,0,0,0,0
000000006541.jpg,1,0,0,0,0,0
000000006560.jpg,1,0,0,0,0,0
000000006562.jpg,1,0,0,0,0,0
000000006572.jpg,1,0,0,0,0,0
000000006578.jpg,1,0,0,0,0,0
000000006579.jpg,1,0,0,0,0,0
000000006580.jpg,1,0,0,0,0,0
000000006586.jpg,1,0,0,0,0,0
000000006590.jpg,1,0,0,0,0,0
000000006593.jpg,1,0,0,0,0,0
000000006595.jpg,1,0,0,0,0,0
000000006599.jpg,1,0,0,0,0,0
000000006602.jpg,1,0,0,0,0,0
000000006608.jpg,1,0,0,0,0,0
000000006631.jpg,1,0,0,0,0,0
000000006632.jpg,1,0,0,0,0,0
000000006651.jpg,1,0,0,0,0,0
000000006664.jpg,1,0,0,0,0,0
000000006673.jpg,1,0,0,0,0,0
000000006701.jpg,1,0,0,0,0,0
000000006709.jpg,1,0,0,0,0,0
000000006712.jpg,1,0,0,0,0,0
000000006719.jpg,1,0,0,0,0,0
000000006720.jpg,1,0,0,0,0,0
000000006721.jpg,1,0,0,0,0,0
